종목명,종목영문명,해당등급,사용여부,해당등급등록일,종목등록일,입고대상여부,시행여부
철골구조물기능사,Craftsman Steel Structure,기능사,Y,14/06/23,14/06/23,N,폐지
배관기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
배관기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
배관기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
전기용접기능사,Craftsman Electric Welding,기능사,Y,14/06/23,14/06/23,N,폐지
계량기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
양복봉재기능사보,Assistant Craftsman Tailor Sewing (Needle Work),기능사보,N,14/06/23,14/06/23,N,폐지+유지
공유압기능사1급,Class Ⅰ Craftsman Pneumatic and Hydraulic,산업기사,Y,14/06/23,14/06/23,N,폐지
신발류제조기능사보,Assistant Craftsman Shoe Making,기능사보,N,14/06/23,14/06/23,N,폐지+유지
합판제조기능사보,Assistant Craftsman Plywood Manufacture,기능사보,N,14/06/23,14/06/23,N,폐지+유지
제과사보,Assistant Craftsman Confectionery Making,기능사보,N,14/06/23,14/06/23,N,폐지+유지
제빵사보,Assistant Craftsman Breads Making,기능사보,N,14/06/23,14/06/23,N,폐지+유지
기계제도기능사,Craftsman Mechanical Drawing,기능사,Y,14/06/23,14/06/23,N,폐지
타출판금기능사,Craftsman Impact Extrusion Sheet Metal,기능사,Y,14/06/23,14/06/23,N,폐지
판금기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
자동차판금기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
특수용접기능사,Craftsman Inert Gas Arc Welding,기능사,Y,14/06/23,14/06/23,Y,현재시행
정밀측정기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
정밀측정기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
정밀측정기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
정보통신설비기능사1급,Class Ⅰ Craftsman Information & Communication Installation,산업기사,Y,14/06/23,14/06/23,N,폐지
보일러취급기능사,Craftsman Boiler Operation,기능사,Y,14/06/23,14/06/23,N,폐지
철도동력차기관정비기능사,Craftsman Locomotive Power Train Engine Maintenance,기능사,Y,14/06/23,14/06/23,N,폐지
볼록판제판기능사보,Assistant Craftsman,기능사보,N,14/06/23,14/06/23,N,폐지+유지
양장재단기능사보,Assistant Craftsman Ladies Dress Cutting,기능사보,N,14/06/23,14/06/23,N,폐지+유지
생사기능장,Master Craftsman Raw Silk,기능장,Y,14/06/23,14/06/23,N,폐지+유지
밀링기능사,Craftsman Milling,기능사,Y,14/06/23,14/06/23,N,폐지
수치제어밀링기능사,Craftsman CNC Milling,기능사,Y,14/06/23,14/06/23,N,폐지
연삭기능사,Craftsman Grinding,기능사,Y,14/06/23,14/06/23,Y,현재시행
사출금형기능사,Craftsman Injection Mould Making,기능사,Y,14/06/23,14/06/23,N,폐지
철도동력차전기정비기능사,Craftsman Locomotive Power Train Electricity Maintenance,기능사,Y,14/06/23,14/06/23,N,폐지
객화차정비기능사,Craftsman Train Maintenance,기능사,Y,14/06/23,14/06/23,N,폐지
공기조화기능사,Craftsman Air Conditioning,기능사,Y,14/06/23,14/06/23,N,폐지+유지
기어절삭기능사,Craftsman Gear Cutting,기능사,Y,14/06/23,14/06/23,N,폐지+유지
기계검사및설치기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
공구제작기능사,Craftsman Tool Making,기능사,Y,14/06/23,14/06/23,N,폐지+유지
금형공구기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
프레스금형기능사,Craftsman Press Die Making,기능사,Y,14/06/23,14/06/23,N,폐지
프레스금형기능사1급,Class Ⅰ Craftsman Tool and Die Making,산업기사,Y,14/06/23,14/06/23,N,폐지
사출금형기능사1급,Class Ⅰ Craftsman Extrusion Die,산업기사,Y,14/06/23,14/06/23,N,폐지
밀링기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
농기계운전기능사,Craftsman Farm Machinery Operator,기능사,Y,14/06/23,14/06/23,Y,현재시행
연삭기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
직기보전기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
위험물취급기능사1급,Class Ⅰ Craftsman Hazardous Material Treatment,산업기사,Y,14/06/23,14/06/23,N,폐지
채광산업기사,Industrial Engineer Minning,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
굴착기능사1급,Class Ⅰ Craftsman Underground Excavation,산업기사,Y,14/06/23,14/06/23,N,폐지
시추산업기사,Industrial Engineer Mine Boring,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
유리시공산업기사,Industrial Engineer Glazier,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
건축일반시공기능사1급,Class Ⅰ Craftsman Building General Work,산업기사,Y,14/06/23,14/06/23,N,폐지
제강산업기사,Industrial Engineer Steel Making (Convertering),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
제강산업기사,Industrial Engineer Steel Making (Ingot Making),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
제강산업기사,Industrial Engineer Steel Making (Electric Futnace),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
주강용해기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
주물조형기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
주강조형기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
방사기능사1급,Class Ⅰ Craftsman Artificial Fibre Spinning,산업기사,Y,14/06/23,14/06/23,N,폐지
방적기조정기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
방적산업기사,Industrial Engineer Spinning,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
생사기능사1급,Class Ⅰ Craftsman Raw Silk,산업기사,Y,14/06/23,14/06/23,N,폐지
농약산업기사,Industrial Engineer Agricultural Chemicals,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
직기조정기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
타출판금기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
온돌산업기사,Industrial Engineer Ondol,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
금속재료시험기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
금속재료기능사1급,Class Ⅰ Craftsman Metal Material,산업기사,Y,14/06/23,14/06/23,N,폐지
제선기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
열차조작기능사1급,Class Ⅰ Craftsman Train Switching,산업기사,Y,14/06/23,14/06/23,N,폐지
객화차정비기능사1급,Class Ⅰ Craftsman Train Maintenance,산업기사,Y,14/06/23,14/06/23,N,폐지
건축제도산업기사,Industrial Engineer Architectural Drawing,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
조적기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
조적기능사1급,Class Ⅰ Craftsman Brick Laying,산업기사,Y,14/06/23,14/06/23,N,폐지
철근산업기사,Industrial Engineer Reinforced Iron Bar,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
토목제도산업기사,Industrial Engineer Civil Engineering Drawing,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
자동차검사기능사1급,Class Ⅰ Craftsman Motor-Vehicle Inspection,산업기사,Y,14/06/23,14/06/23,N,폐지
건설기계정비기능사1급,Class Ⅰ Craftsman Construction Equipment Maintenance,산업기사,Y,14/06/23,14/06/23,N,폐지
항공정비기능사1급,Class Ⅰ Craftsman Aircraft Maintenance,산업기사,Y,14/06/23,14/06/23,N,폐지
전산응용가공기능사1급,Class Ⅰ Craftsman Computer Aided Manufacturing,산업기사,Y,14/06/23,14/06/23,N,폐지
건축도장산업기사,Industrial Engineer Architecture Painting,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
정보처리기능사1급,Class Ⅰ Craftsman Information Processing,산업기사,Y,14/06/23,14/06/23,N,폐지
측량기능사1급,Class Ⅰ Craftsman Surveying,산업기사,Y,14/06/23,14/06/23,N,폐지
토목재료시험산업기사,Industrial Engineer Civil Engineering Material Test,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
건설재료기능사1급,Class Ⅰ Craftsman Construction Material,산업기사,Y,14/06/23,14/06/23,N,폐지
보선기능사1급,Class Ⅰ Craftsman Track Maintenance,산업기사,Y,14/06/23,14/06/23,N,폐지
자동전신기기기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
제관기능사1급,Class Ⅰ Craftsman Boiler Making,산업기사,Y,14/06/23,14/06/23,N,폐지
배관기능사1급,Class Ⅰ Craftsman Piping,산업기사,Y,14/06/23,14/06/23,N,폐지
배관기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
정밀가공산업기사(다듬질),Industrial Engineer Precision Finishing (Finishing),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
정밀설계기능사1급,Class Ⅰ Craftsman Precision Design,산업기사,Y,14/06/23,14/06/23,N,폐지
기계제도산업기사,Industrial Engineer Mechanical Drawing,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
조선제도산업기사,Industrial Engineer Ship Drawing,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
선박조립기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
판금기능사1급,Class Ⅰ Craftsman Sheet-Metal Work,산업기사,Y,14/06/23,14/06/23,N,폐지
자동차판금기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
제관기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
석공산업기사,Industrial Engineer Stone Work,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
조선요철기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
방사기능장,Master Craftsman Artificial Fiber Spinning,기능장,Y,14/06/23,14/06/23,N,폐지+유지
선박기관의장산업기사,Industrial Engineer Marine Engine Outfitting,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
전기공사기능사1급,Class Ⅰ Craftsman Electric Work,산업기사,Y,14/06/23,14/06/23,N,폐지
전산응용기계제도기능사1급,Class Ⅰ Craftsman Computer-Aided Design,산업기사,Y,14/06/23,14/06/23,N,폐지
공구제작기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
프레스금형기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
사출금형기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
정밀가공산업기사,Industrial Engineer Precision Finishing (Lathe),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
신호보안산업기사,Industrial Engineer Railway Signal,산업기사,Y,14/06/23,14/06/23,N,폐지
전자기기기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
전자기기기능사1급,Class Ⅰ Craftsman Electronic Apparatus,산업기사,Y,14/06/23,14/06/23,N,폐지
고압가스취급기능사1급,Class Ⅰ Craftsman High-Pressure Gas Handling,산업기사,Y,14/06/23,14/06/23,N,폐지
고압가스기능사1급,Class Ⅰ Craftsman High Pressure Gas,산업기사,Y,14/06/23,14/06/23,N,폐지
시계수리산업기사,Industrial Engineer Watch Repair,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
자동차새시기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
건축일반시공기능장,Master Craftsman Building General Work,기능장,Y,14/06/23,14/06/23,Y,현재시행
선체건조기능사1급,Class Ⅰ Craftsman Hull Construction,산업기사,Y,14/06/23,14/06/23,N,폐지
기계가공기능사1급,Class Ⅰ Craftsman General Machining,산업기사,Y,14/06/23,14/06/23,N,폐지
토목제도기능장,Master Craftsman Civil Engineering Drawing,기능장,Y,14/06/23,14/06/23,N,폐지+유지
기계조립기능사1급,Class Ⅰ Craftsman Machine Fitting,산업기사,Y,14/06/23,14/06/23,N,폐지
자동차기관기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
고압가스화학기능사1급,Class Ⅰ Craftsman High-Pressure Gas Chemistry,산업기사,Y,14/06/23,14/06/23,N,폐지
발전기기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
전기기기(2)기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
전기계측제어기능사1급,Class Ⅰ Craftsman Electric Measurement and Control,산업기사,Y,14/06/23,14/06/23,N,폐지
전기설비기능사1급,Class Ⅰ Craftsman Electric Installating,산업기사,Y,14/06/23,14/06/23,N,폐지
요업산업기사,Industrial Engineer Ceramics,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
기어절삭산업기사,Industrial Engineer,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
공기조화기능사1급,Class Ⅰ Craftsman Air Conditioning,산업기사,Y,14/06/23,14/06/23,N,폐지
거푸집기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
건축목공기능사1급,Class Ⅰ Craftsman Architectural Carpentering,산업기사,Y,14/06/23,14/06/23,N,폐지
방적기능장,Master Craftsman Spinning,기능장,Y,14/06/23,14/06/23,N,폐지+유지
기계검사및설치기능장,Master Craftsman Machine Inspection and Installation,기능장,Y,14/06/23,14/06/23,N,폐지+유지
선박기관의장기능장,Master Craftsman Marine Engine Outfitting,기능장,Y,14/06/23,14/06/23,N,폐지+유지
보오링기능사1급,Class Ⅰ Craftsman Boring,산업기사,Y,14/06/23,14/06/23,N,폐지
도배산업기사,Industrial Engineer Wall Papering,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
공조냉동기계기능사1급,Class Ⅰ Craftsman Air-conditioning and Refrigerating Equipment,산업기사,Y,14/06/23,14/06/23,N,폐지
함석기능사1급,Class Ⅰ Craftsman Galvanized Iron-Sheet Work,산업기사,Y,14/06/23,14/06/23,N,폐지
타일기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
철골기능사1급,Class Ⅰ Craftsman Steel Frame,산업기사,Y,14/06/23,14/06/23,N,폐지
창호제작기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
원동기취급기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
원동기시공기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
담배제조산업기사,Industrial Engineer Cigarette Manufacturing,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
열처리기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
농기계정비기능사1급,Class Ⅰ Craftsman Agricultural Machinery Maintenance,산업기사,Y,14/06/23,14/06/23,N,폐지
고압가스기계기능사1급,Class Ⅰ Craftsman High-Pressure Gas Machinery,산업기사,Y,14/06/23,14/06/23,N,폐지
창호제작산업기사,Industrial Engineer Joiner (Metal),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
미장기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
원형기능사1급,Class Ⅰ Craftsman Pattern Making,산업기사,Y,14/06/23,14/06/23,N,폐지
압연기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
제선산업기사,Industrial Engineer Iron Making (Blart Furnace),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
기와기능사1급,Class Ⅰ Craftsman Roof Tile Work,산업기사,Y,14/06/23,14/06/23,N,폐지
보석가공기능사보,Assistant Craftsman Lapidary,기능사보,N,14/06/23,14/06/23,N,폐지+유지
식품가공기능장,Master Craftsman Food Processing,기능장,Y,14/06/23,14/06/23,N,폐지+유지
1급조리사,Class Ⅰ Cook (Special Meal),기능사,Y,14/06/23,14/06/23,N,폐지
생산기계다기능기술자,Machinery Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
생산자동화다기능기술자,Manufacturing Automatization Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
자동차전기기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
제선산업기사,Industrial Engineer Iron Making (Sintering),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
제강기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
갱부기능사1급,Class Ⅰ Craftsman Tunnel Work,산업기사,Y,14/06/23,14/06/23,N,폐지
지적기능사1급,Class Ⅰ Craftsman Cadastre,산업기사,Y,14/06/23,14/06/23,N,폐지
조리산업기사,Industrial Engineer Cook (Chinese),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
유선방송설비기능사1급,Class Ⅰ Craftsman C.A.T.V System,산업기사,Y,14/06/23,14/06/23,N,폐지
목공예기능사1급,Class Ⅰ Craftsman Wood Handicraft,산업기사,Y,14/06/23,14/06/23,N,폐지
지적기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
농화학기능장,Master Craftsman Agricultural Chemistry,기능장,Y,14/06/23,14/06/23,N,폐지+유지
화공기계기능장,Master Craftsman Chemical Industrial Machinery,기능장,Y,14/06/23,14/06/23,N,폐지+유지
제판기능장,Master Craftsman Plate Making,기능장,Y,14/06/23,14/06/23,N,폐지+유지
인장공예기능사보,Assistant Craftsman Seal Handicraft,기능사보,N,14/06/23,14/06/23,N,폐지+유지
양장봉재기능사보,Assistant Craftsman Ladies Dress Sewing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
제판산업기사,Industrial Engineer Plate Making,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
도화산업기사,Industrial Engineer Drawing Technical Illustration,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
나전칠기산업기사,Industrial Engineer Mother of Pearl Lacquer Ware (Mother of Pearl Work),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
제직산업기사,Industrial Engineer Weaving,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
정련표백기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
침염기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
식품기계기능사1급,Class Ⅰ Craftsman,산업기사,Y,14/06/23,14/06/23,N,폐지
제화기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
미용산업기사,Industrial Engineer Beautician,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
이용산업기사,Industrial Engineer Barber,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
가눈섭기능사1급,Class Ⅰ,산업기사,Y,14/06/23,14/06/23,N,폐지
염색기능사1급,Class Ⅰ Craftsman Dyeing,산업기사,Y,14/06/23,14/06/23,N,폐지
어간유제조기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
한천제조기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
식품가공기능사1급,Class Ⅰ Craftsman Food Processing,산업기사,Y,14/06/23,14/06/23,N,폐지
임산가공기능사1급,Class Ⅰ Craftsman Forest Product Processing,산업기사,Y,14/06/23,14/06/23,N,폐지
지적기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
화공기계기능사보,Assistant Craftsman Chemical Industrial Machinery,기능사보,N,14/06/23,14/06/23,N,폐지+유지
담배제조기계기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
담배제조기계기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지+유지
담배제조기계기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지+유지
옵셋제판기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
조리산업기사,Industrial Engineer Cook (Korean),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
제빵기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
양장기능사1급,Class Ⅰ Craftsman Dressmaking,산업기사,Y,14/06/23,14/06/23,N,폐지
등죽세공예산업기사,Industrial Engineer Rattan Bamboo Handicraft,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
채소재배기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
과수재배기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
화훼재배기능사1급,Class I  Craftsman Floriculture,산업기사,Y,14/06/23,14/06/23,N,폐지
제판산업기사,Industrial Engineer Plate Making (Relief Printing),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
제판산업기사,Industrial Engineer Plate Making (Lightography Printing),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
제판산업기사,Industrial Engineer Plate Making (Intaglio Printing),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
시설원예산업기사,Industrial Engineer Protected Cultivation,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
옵셋제판기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
옵셋제판기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
담배제조기계기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지+유지
덤프트럭기능사1급,Class Ⅰ Craftsman Dumptruck Driver,산업기사,Y,14/06/23,14/06/23,N,폐지
광산기계운전및수리기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
타자기수리기능사보,Assistant Craftsman,기능사보,N,14/06/23,14/06/23,N,폐지+유지
고압합성기능사보,Assistant Craftsman,기능사보,N,14/06/23,14/06/23,N,폐지+유지
가구도장기능사보,Assistant Craftsman Furniture Painting,기능사보,N,14/06/23,14/06/23,N,폐지+유지
광고도장기능사보,Assistant Craftsman Advertisement Painting,기능사보,N,14/06/23,14/06/23,N,폐지+유지
전기설비기능사1급,Class Ⅰ Craftsman Electric Installating,산업기사,Y,14/06/23,14/06/23,N,폐지
가구도장산업기사,Industrial Engineer Furniture Painting,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
광고도장산업기사,Industrial Engineer Advertisement Painting,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
보석가공산업기사,Industrial Engineer Lapidary,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
인쇄기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
인쇄기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
인쇄산업기사,Industrial Engineer Printing (Relief Printing),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
인장공예산업기사,Industrial Engineer Seal Handicraft,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
제과기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
공기압축기산업기사,Industrial Engineer Air-Compressor,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
담배제조기계기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지+유지
스크린인쇄산업기사,Industrial Engineer Screen Printing,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
사래채취기기능사1급,Class Ⅰ Craftsman Gravel Plant,산업기사,Y,14/06/23,14/06/23,N,폐지
나염기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
통조림제조기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
인쇄산업기사,Industrial Engineer Printing (Lightography Printing),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
인쇄기능사1급,Class Ⅰ Craftsman Printing (Intaglio Printing),산업기사,Y,14/06/23,14/06/23,N,폐지
주조조판기기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
비계산업기사,Industrial Engineer Scaffolding,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
건축목공기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
가구제작산업기사,Industrial Engineer Furniture Making,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
보선기능사1급,Class Ⅰ Craftsman Track Maintenance,산업기사,Y,14/06/23,14/06/23,N,폐지
시멘트제조기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
변전설비기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
송배전설비기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
아스팔트믹싱플랜트기능사1급,Class Ⅰ Craftsman Aspalt Mixing Plant,산업기사,Y,14/06/23,14/06/23,N,폐지
준설선기능사1급,Class Ⅰ Craftsman Dredge,산업기사,Y,14/06/23,14/06/23,N,폐지
쇄석기기능사1급,Class Ⅰ Craftsman Crusher,산업기사,Y,14/06/23,14/06/23,N,폐지
인쇄사진산업기사,Industrial Engineer Printing Photograph,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
굴삭기기능사1급,Class Ⅰ Craftsman Excavating Machine,산업기사,Y,14/06/23,14/06/23,N,폐지
인쇄기능사1급,Class Ⅰ Craftsman Printing,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
비파괴검사산업기사,Industrial Engineer Non Destructive Testing (Eddy Current),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
비파괴검사기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
비파괴검사산업기사,Industrial Engineer Non Destructive Testing (Ultrasonic),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
비파괴검사산업기사,Industrial Engineer Non Destructive Testing (Magnetic Particle),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
콘크리트믹서기능사1급,Class Ⅰ Craftsman Concrete Mixer,산업기사,Y,14/06/23,14/06/23,N,폐지
지게차기능사1급,Class Ⅰ Craftsman Fork-lift Truck,산업기사,Y,14/06/23,14/06/23,N,폐지
한복기능사1급,Class Ⅰ Craftsman Korean Clothes,산업기사,Y,14/06/23,14/06/23,N,폐지
농화학기능사1급,Class Ⅰ Craftsman Agricultural Chemistry,산업기사,Y,14/06/23,14/06/23,N,폐지
담배제조기계산업기사,Industrial Engineer Tobacco Making Machinery,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
기중기기능사1급,Class Ⅰ Craftsman Crane,산업기사,Y,14/06/23,14/06/23,N,폐지
모우터그레이더기능사1급,Class Ⅰ Craftsman Motor-Grader,산업기사,Y,14/06/23,14/06/23,N,폐지
아스팔트휘니셔기능사1급,Class Ⅰ Craftsman Aspalt Finisher,산업기사,Y,14/06/23,14/06/23,N,폐지
방수기능사1급,Class Ⅰ Craftsman Water Proof Work,산업기사,Y,14/06/23,14/06/23,N,폐지
문선식자기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
지형연판기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
비파괴검사산업기사,Industrial Engineer Non Destructive Testing (Penetrant),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
스크레이퍼기능사1급,Class Ⅰ Craftsman Scraper,산업기사,Y,14/06/23,14/06/23,N,폐지
불도저산업기사,Industrial Engineer Bulldozer,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
편물기능사1급,Class Ⅰ Craftsman Knitting (Hand Knitting),산업기사,Y,14/06/23,14/06/23,N,폐지
편물기능사1급,Class Ⅰ Craftsman Knitting (Hand Knitting),산업기사,Y,14/06/23,14/06/23,N,폐지
편물기능사1급,Class Ⅰ Craftsman Knitting (Machine Knitting),산업기사,Y,14/06/23,14/06/23,N,폐지
비파괴검사산업기사,Industrial Engineer Non Destructive Testing - Radiation,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
물리탐광기능사1급,Class Ⅰ Craftsman Physical Prospecting,산업기사,Y,14/06/23,14/06/23,N,폐지
선광기능사1급,Class Ⅰ Craftsman Ore-Dressing,산업기사,Y,14/06/23,14/06/23,N,폐지
광산기계설치기능사1급,Class Ⅰ Craftsman Mining Machine Installing,산업기사,Y,14/06/23,14/06/23,N,폐지
광산기계운전및수리기능사1급,Class Ⅰ Craftsman Mining Machine Operation and Maintenance,산업기사,Y,14/06/23,14/06/23,N,폐지
기편기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
공업전자기기기능사1급,Class Ⅰ Craftsman Industrial Electronics,산업기사,Y,14/06/23,14/06/23,N,폐지
자수기능사1급,Class Ⅰ Craftsman  Embroideby,산업기사,Y,14/06/23,14/06/23,N,폐지
전자계산기기능사1급,Class Ⅰ Craftsman Computer Maintenance,산업기사,Y,14/06/23,14/06/23,N,폐지
나전칠기산업기사,Industrial Engineer Mother of Pearl Lacqure Ware (Lacquer Ware),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
금속공예기능사1급,Class Ⅰ Craftsman Metal Handicraft,산업기사,Y,14/06/23,14/06/23,N,폐지
금속도장산업기사,Industrial Engineer Metal Coating,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
공업계측제어산업기사,Industrial Engineer Industrial Instrumentation Control,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
